intent,phrase
Q97,Any restriction of buying conservation area shop
Q97,application for temporary occupation permit
Q97,Application form for historical building preservation
Q97,Apply for Category 3 Works for Conserved Buildings how do i add type of redpair
Q97,apply for TOP
Q97,Approved amendments to master plan any timeline
Q97,Are there any conserved buildings in Singapore?
Q97,are there any funding for conservation of buildlings
Q97,Are there any guidelines on fa�ade restoration?
Q97,Are there any guidelines to restore conserved buildings?
Q97,Are there plans on conserved buildings?
Q97,Are there requirements when placing signs on conserved shophouse?
Q97,AUTHORISATION LETTER format FOR EDA submission
Q97,award for restoration innovation
Q97,Bring me to to the heritage school
Q97,building conservation
Q97,buildings
Q97,bungalow renovation
Q97,Can AA work submit under lodgement
Q97,Can additions and alterations to landed house be submitted by owner
Q97,can check if 26 mangis road is under conservation
Q97,Can I apply for a change of use if the conserved building is still undergoing works
Q97,Can I apply for a change of use if the conserved building is still undergoing works?
Q97,can i book the Kreta Ayer Heritage Trail
Q97,can i change my house to a bungalow
Q97,can i change my landed house to a bungalow
Q97,Can I change the exterior color of my conservation shophouse
Q97,can i change the facade of my conserved building
Q97,can I change the use of my conserved building without restoring it
Q97,Can I change the use of my conserved building without restoring it?
Q97,can i change the windows of my shophouse
Q97,can i demolish my conserved building
Q97,can i develop my house to a bungalow
Q97,Can I download plans on conserved buildings?
Q97,Can I get approval for change of use for my conserved building before restoration works is completed?
Q97,can i not restore my building
Q97,can i redevelop my landed house to a bungalow
Q97,Can I take my time to restore a conserved building?
Q97,cat 3
Q97,Category 3 Works Application
Q97,check TOP date
Q97,check TOP date status
Q97,CHELSEA LODGE is aConservation Buildings can we change the building colour during repainting project
Q97,CHELSEA LODGE is underConservation Areas and Buildings can we change the building colour during repainting project
Q97,CLARIFICATION ON THE DISTINCTION BETWEEN ADDITIONS ALTERATIONS AND RECONSTRUCTION WORKS for nonresi
Q97,Cons portal
Q97,conservation 2
Q97,conservation AA
Q97,conservation area enquries
Q97,conservation building
Q97,conservation building location
Q97,CONSERVATION GUIDELINE
Q97,Conservation house In Katong
Q97,Conservation house Marshall road
Q97,conservation house security gate
Q97,conservation in singapore
Q97,conservation maps
Q97,Conservation restored buildings in joo chiat conservation area
Q97,Conservation shop
Q97,conservation shophouse rear extension
Q97,conservation signage guidelines
Q97,conservation team
Q97,conservation tour
Q97,Conserve building
Q97,Conserved
Q97,conserved building
Q97,conserved buildings
Q97,conversation
Q97,conversation walk up which area
Q97,coservation area
Q97,current status of heritage building in singapore
Q97,Demolition of conservation building
Q97,demolition of conserved building
Q97,Do I have to apply for Temporary Occupancy Permit (TOP) for shophouses?
Q97,do i have to pay development charges for conserved buildings
Q97,do i have to provide parking for a conserved building
Q97,do i have to restore my building
Q97,do i have to submit an internal layout plan for my conserved building
Q97,Do I have to submit an internal layout plan for my conserved building?
Q97,do i need an architect to submit plan to build a 3 storeys factory for own use
Q97,Do i need apply permit to renovate shop house
Q97,do i need dc clearance for Additions and alterations
Q97,Do I need permission to put up signage
Q97,Do I need permission to renovate a conserved building
Q97,do i need to make submissions for signages on conserved buildings
Q97,Do I need to obtain permission to carry out works on a conserved building?
Q97,Do I need to obtain permit to carry out repainting of shop house located in Kampung Glam
Q97,Do I need to pay development charge when I change the use of my conserved building?
Q97,Do I need to submit my plans to URA when I am changing the use of my conserved shophouse?
Q97,do I need uras clearance for category 3 works to a conserved building
Q97,Do I need URA's clearance for Category 3 works to a conserved building?
Q97,do you have any guidelines for sex shops
Q97,Does my tenant need to submit plans if they have a different use for part of my shophouse?
Q97,drawings of conserved buildings
Q97,EDA submission owner authorisation letter
Q97,EDAform for submission
Q97,Ellison building
Q97,emerald hill conservation association contact number
Q97,Envelope control conservation
Q97,extension of the building
Q97,For a shophouse zoned Commercial with plot ratio 3 what is the height of rear extension
Q97,for conservation block
Q97,for conservation shophouse can i have aircon drainage pipe on the facade
Q97,General information on building conservation
Q97,general information on conservation
Q97,guidance for fire rating in conservation buildinga
Q97,guide line to apply license for sign
Q97,guidelines for entrance arch at shophouse
Q97,heritage building
Q97,heritage conservation
Q97,heritage resources
Q97,Heritage trail
Q97,Hi i am a structural engineer we have a conservation unit for AA where our architect is doing the submission to URA conservation unit Do we needto submit demolition
Q97,Hi I am looking to renovate a HDB unit in Tiong Bahru which is classified under the list of Conserved Buildings How do I go about applying for therenovation permit
Q97,Hi I am making check on painting of external facade to conservation shop house in Kg Glam
Q97,Hi i am unable to submit my request to obtain specific conservation guidelines
Q97,Hi i am unable to submit my request to obtain Specific Faade Restoration Guidelines
Q97,Hi I want to check whether 37 Lim Liak street is it a conserve building by government
Q97,Hi If I want to repaint the front of the shop at conservation area Where can I get the form to apply fo the permises
Q97,Hi is 207A Lavendar street a conservation building
Q97,Hi Jamie where can i find building sign specification for residential flats Thanks
Q97,Hi Jasmine how do I check if Koon Seng road houses are conservation status
Q97,hi may i know where can i find a list of ura building
Q97,Hi our shophouse at 5558 amoy street we would like to change the roof tiles as it is leaking and rather old which ura departmentemail can I sendin for approval
Q97,hi we are architect looking for joo chiat overview of roof over conservation to determine the roofing type where can we find
Q97,Hi what is category 3 works for conserved buildings Thanks
Q97,how are buildings conserved
Q97,How are conserved buildings documented?
Q97,How can I apply for addition and alteration works to a conserved building?
Q97,How can I apply for in principle approval for strata subdivision for a 2 storey shophouse
