Question Asked,Answer Given,Top Match,Answer Taught,Category,Question Type,Date Received, Date Responded,Response Time,Processed By
I am enquiring about Planning Permission for my childcare centre,What are the development works that are exempted from planning permission?,Top Match,General info on change of use,,No Feedback,10/9/2019 13:27,10/16/2019 16:50,7,Oh Kie Hock
renewal for planning permission,How do I apply for planning permission?,Top Match,How do I submit a renewal application for change of use?,Development Control > Change of Use,No Feedback,10/9/2019 13:27,10/16/2019 16:49,7,Oh Kie Hock
How do I find approved educational premise,General info on change of use,Top Match,Catch all,,No Feedback,10/9/2019 13:29,10/16/2019 16:48,7,Oh Kie Hock
industrial canteen license,General info on change of use,Top Match,Catch all,,No Feedback,10/9/2019 14:54,10/16/2019 16:41,7,Oh Kie Hock
how do i renew industrial canteen license,General info on change of use,Top Match,How do I submit a renewal application for change of use?,Development Control > Change of Use,No Feedback,10/9/2019 14:54,10/16/2019 16:41,7,Oh Kie Hock
guideline to raise the platform level,General info on Development Control guidelines and handbooks,Top Match,Catch all,,No Feedback,10/9/2019 15:21,10/16/2019 14:56,7,Oh Kie Hock
yes need the contact of the plannerin charge of Strathmore avenue area,General Information about URA,Top Match,General Info on URA SPACE map service,,No Feedback,10/9/2019 15:56,10/16/2019 14:55,7,Oh Kie Hock
circular for site coverage,General info on Development Control guidelines and handbooks,Top Match,General info on Development Control guidelines and handbooks,,No Feedback,10/9/2019 15:28,10/16/2019 14:55,7,Oh Kie Hock
if u want to change my warehouse to office possible,General info on change of use,Top Match,General info on change of use,,No Feedback,10/9/2019 15:30,10/16/2019 14:55,7,Oh Kie Hock
im smarter than you bitch,Catch all,,Catch all,,No Feedback,10/9/2019 15:37,10/16/2019 14:54,7,Oh Kie Hock
thankyou,Thank you,Top Match,Thank you,,No Feedback,10/9/2019 15:55,10/16/2019 14:54,7,Oh Kie Hock
who is the officer in charge of Dawson area,General Information about URA,Top Match,General Info on URA SPACE map service,,No Feedback,10/9/2019 15:53,10/16/2019 14:54,7,Oh Kie Hock
who is the planner in charge of Dawson Area,General Information about URA,Top Match,General Info on URA SPACE map service,,No Feedback,10/9/2019 15:54,10/16/2019 14:54,7,Oh Kie Hock
What is a Temporary Written Permission,What is a Temporary Written Permission?,Top Match,What is a Temporary Written Permission?,Development Control > General Information on Development Control,No Feedback,10/9/2019 16:00,10/16/2019 14:54,7,Oh Kie Hock
wp renewal,General info on change of use,Top Match,What is a Temporary Written Permission?,Development Control > General Information on Development Control,No Feedback,10/9/2019 16:32,10/16/2019 14:54,7,Oh Kie Hock
blockage in back lane of amoy street,Car Parks-Season Parking,,Catch all,,No Feedback,10/9/2019 16:41,10/16/2019 14:53,7,Oh Kie Hock
How to apply for generator placement,Car Parks-Season Parking-Apply,Top Match,Car Parks-Season Parking-Apply,,No Feedback,10/9/2019 17:06,10/16/2019 14:52,7,Oh Kie Hock
Application for Generator,How will I be informed that the application for approval use of premises is ready?,,How will I be informed that the application for approval use of premises is ready?,Development Control > Change of Use,No Feedback,10/9/2019 17:07,10/16/2019 14:52,7,Oh Kie Hock
your email address to lodge complaint,General info on reporting infringements,Top Match,General info on reporting infringements,,No Feedback,10/9/2019 16:41,10/16/2019 14:52,7,Oh Kie Hock
Does it affect the gross floor area if do a wall and glass on existing hotel balcony,General info on Development Control guidelines and handbooks,Top Match,Catch all,,No Feedback,10/9/2019 18:20,10/16/2019 14:49,7,Oh Kie Hock
approved use of <address removed from file>,General info on change of use,Top Match,How can I check the approved use of a premises?,Development Control > Change of Use,No Feedback,10/9/2019 19:11,10/16/2019 14:48,7,Oh Kie Hock
<address removed from file>,Car Parks-Season Parking-Apply,,Catch all,,No Feedback,10/9/2019 19:05,10/16/2019 14:48,7,Oh Kie Hock
Good day jamie I am looking for information on urban management plan for singapore,Catch all,Top Match,Catch all,,No Feedback,10/9/2019 23:55,10/16/2019 14:48,7,Oh Kie Hock
hi iam indonesian,General Information about URA,,General Information about URA,,No Feedback,10/9/2019 20:31,10/16/2019 14:47,7,Oh Kie Hock
how can i register tenant to my flat,General info on renting private residential property,Top Match,General info on renting private residential property,,No Feedback,10/9/2019 21:40,10/16/2019 14:47,7,Oh Kie Hock
approved change of use,How do I submit a change of use lodgment?,Top Match,How can I check the approved use of a premises?,Development Control > Change of Use,No Feedback,10/9/2019 19:04,10/16/2019 14:47,7,Oh Kie Hock
How can I check the approved use of a premises,General info on change of use,Top Match,How can I check the approved use of a premises?,Development Control > Change of Use,No Feedback,10/9/2019 19:05,10/16/2019 14:47,7,Oh Kie Hock
can print my approved change of use,How do I submit a change of use lodgment?,Top Match,How can I check the approved use of a premises?,Development Control > Change of Use,No Feedback,10/9/2019 19:09,10/16/2019 14:47,7,Oh Kie Hock
download guidelines,General info on Development Control guidelines and handbooks,,General info on Development Control guidelines and handbooks,,No Feedback,10/9/2019 20:28,10/16/2019 14:47,7,Oh Kie Hock
can u tell me the land use guideline in singapore,General information on planning process,Top Match,General information on planning process,,No Feedback,10/9/2019 22:06,10/16/2019 14:47,7,Oh Kie Hock
How to file complaint for neighbour in private property rent house to travelers,General info on renting private residential property,Top Match,General info on reporting infringements,,No Feedback,10/9/2019 22:16,10/16/2019 14:46,7,Oh Kie Hock
2019 master plan,General Info on URA SPACE map service,Top Match,General Info on URA SPACE map service,,No Feedback,10/9/2019 23:00,10/16/2019 14:46,7,Oh Kie Hock
Landscappe Relacement area,General info on Development Control guidelines and handbooks,Top Match,General info on Development Control guidelines and handbooks,,No Feedback,10/3/2019 8:03,10/16/2019 14:45,13,Oh Kie Hock
Landscape replacement area,General info on Development Control guidelines and handbooks,Top Match,General info on Development Control guidelines and handbooks,,No Feedback,10/3/2019 8:06,10/16/2019 14:45,13,Oh Kie Hock
Landscape Replacement Guide Lines,General info on Development Control guidelines and handbooks,Top Match,General info on Development Control guidelines and handbooks,,No Feedback,10/3/2019 8:12,10/16/2019 14:45,13,Oh Kie Hock
How do i submit my feedback on illegal airbnb,General info on reporting infringements,Top Match,General info on reporting infringements,,No Feedback,10/3/2019 9:53,10/16/2019 14:45,13,Oh Kie Hock
Where can I register for home office,"If I do not conduct business activities within the premises and have no non-resident employees, do I",Top Match,"If I do not conduct business activities within the premises and have no non-resident employees, do I",Development Control > Home Office Scheme & Small Business Guidelines,No Feedback,10/3/2019 10:09,10/16/2019 14:45,13,Oh Kie Hock
erection of wall,What are the development works that are exempted from planning permission?,Top Match,What are the development works that are exempted from planning permission?,Development Control > General Information on Development Control,No Feedback,10/3/2019 10:14,10/16/2019 14:38,13,Oh Kie Hock
Hi I would like to request exception to the 3 month min rental lease because the private condo Amber Glades is en bloc and developer is leasing out till 31 Dec 2019,General info on renting private residential property,Top Match,Catch all,,No Feedback,10/3/2019 10:36,10/16/2019 14:38,13,Oh Kie Hock
can I partition the living area to make a bedroom,General info on renting private residential property,Top Match,What are the development works that are exempted from planning permission?,Development Control > General Information on Development Control,No Feedback,10/3/2019 10:40,10/16/2019 14:38,13,Oh Kie Hock
How can i check my application status,General info on change of use,Top Match,Catch all,,No Feedback,10/3/2019 11:02,10/16/2019 14:37,13,Oh Kie Hock
wall,What are the development works that are exempted from planning permission?,,What are the development works that are exempted from planning permission?,Development Control > General Information on Development Control,No Feedback,10/3/2019 10:01,10/16/2019 14:37,13,Oh Kie Hock
wall parition,What are the development works that are exempted from planning permission?,,What are the development works that are exempted from planning permission?,Development Control > General Information on Development Control,No Feedback,10/3/2019 10:02,10/16/2019 14:37,13,Oh Kie Hock
wall partitioned in apartment,General info on reporting infringements,,What are the development works that are exempted from planning permission?,Development Control > General Information on Development Control,No Feedback,10/3/2019 10:02,10/16/2019 14:37,13,Oh Kie Hock
Hi can I check what is the maximum site coverage for Good Class Bungalow,General info on Development Control guidelines and handbooks,Top Match,General info on Development Control guidelines and handbooks,,No Feedback,10/3/2019 11:30,10/16/2019 14:36,13,Oh Kie Hock
What are the development works that are exempted from planning permission,What are the development works that are exempted from planning permission?,Top Match,What are the development works that are exempted from planning permission?,Development Control > General Information on Development Control,No Feedback,10/3/2019 11:39,10/16/2019 14:36,13,Oh Kie Hock
Is planning permission required to construct a cover over my Private Enclosed Space PES Roof Terrace balcony,Is planning permission required to construct a cover over my Private Enclosed Space (PES) / Roof Terrace / balcony?,Top Match,Is planning permission required to construct a cover over my Private Enclosed Space (PES) / Roof Terrace / balcony?,"Development Control > Renovating Private Non-landed, Strata Titled Residential Properties",No Feedback,10/3/2019 11:40,10/16/2019 14:35,13,Oh Kie Hock
I see alot of r,General Info on URA SPACE map service,,Catch all,,No Feedback,10/3/2019 11:59,10/16/2019 14:35,13,Oh Kie Hock
what is the maximum occupants i can rent in a serviced apartment,General info on renting private residential property,Top Match,Catch all,,No Feedback,10/3/2019 12:06,10/16/2019 14:35,13,Oh Kie Hock
what is the maximum occupants i can rent in a hotel,General info on renting private residential property,Top Match,Catch all,,No Feedback,10/3/2019 12:07,10/16/2019 14:35,13,Oh Kie Hock
latest eda form,"General info on Additions and Alterations, and DC Forms",Top Match,Where are the Development Control (DC) forms?,"Development Control > Request Plans, Documents and Other Planning Information",No Feedback,10/3/2019 12:11,10/16/2019 14:35,13,Oh Kie Hock
Are consuming alcohol allowed in a factory converted factory,General info on change of use,Top Match,Catch all,,No Feedback,10/3/2019 12:43,10/16/2019 14:34,13,Oh Kie Hock
i just handover back the unit to owner and my deposit is not refund yet,General info on renting private residential property,,Catch all,,No Feedback,10/3/2019 13:09,10/16/2019 14:34,13,Oh Kie Hock
Can URA officers enter a private residential unit without prior appointment,General info on renting private residential property,Top Match,Catch all,,No Feedback,10/3/2019 13:15,10/16/2019 14:34,13,Oh Kie Hock
Can a tenant extend a 12months lease for only 1 month,General info on renting private residential property,Top Match,General info on renting private residential property,,No Feedback,10/3/2019 13:07,10/16/2019 14:34,13,Oh Kie Hock
